Id,Condition,Dominant,TimeInsideGazeBounds,TimeSecondzone,TimeOutsideGazeBounds,TotalTime,PercentageInsideGazeBounds,PercentageSecondZone,PercentageOutsideGazeBounds
4,FacetoFaceIntersect,True,33.63629,82.00116,22.49359,138.131,24.351,59.36476,16.28424,7
3,Angled90,True,24.93164,49.81833,36.17068,110.9207,22.47701,44.91348,32.60951,28
4,Angled90,True,44.92529,32.73596,18.99207,96.65332,46.48086,33.86946,19.64968,12
3,FaceToFaceNoIntersect,True,12.26746,22.00653,35.75247,70.02646,17.51832,31.42602,51.05566,37
4,FaceToFaceNoIntersect,True,34.24054,22.08401,4.759827,61.08438,56.05449,36.15329,7.792215,3
5,Angled90,True,19.04675,64.09753,29.28381,112.4281,16.94127,57.01202,26.0467,19
6,Angled90,True,34.9884,37.6037,8.689575,81.28168,43.04587,46.26344,10.69069,11
5,CoupledView,True,39.4241,65.60532,31.57632,136.6057,28.85977,48.0253,23.11493,11
6,CoupledView,True,59.30649,82.33795,22.87604,164.5205,36.04809,50.04724,13.90467,14
5,FaceToFaceNoIntersect,True,26.70154,18.38269,39.15326,84.23749,31.69793,21.82246,46.47961,19
6,FaceToFaceNoIntersect,True,26.92349,19.76736,6.781189,53.47205,50.35059,36.96766,12.68175,13
5,SideBySide,True,10.27701,30.68777,10.74799,51.71277,19.87325,59.34274,20.78401,6
6,SideBySide,True,6.299438,8.033966,0.5851135,14.91852,42.22563,53.85231,3.922062,2
5,FacetoFaceIntersect,True,38.02618,30.54868,21.65216,90.22702,42.14501,33.85757,23.99742,10
6,FacetoFaceIntersect,True,30.9895,21.4859,6.08197,58.55737,52.9216,36.69205,10.38634,12
7,FaceToFaceNoIntersect,False,0,0,0,0,NaN,NaN,NaN,0
8,FaceToFaceNoIntersect,False,0,0,0,0,NaN,NaN,NaN,0
7,FaceToFaceNoIntersect,True,21.46771,28.4321,45.40002,95.29984,22.52649,29.83436,47.63914,18
8,FaceToFaceNoIntersect,True,89.1554,16.97089,5.217224,111.3435,80.07238,15.24192,4.685701,8
7,FacetoFaceIntersect,True,13.93393,19.08594,23.59409,56.61395,24.61218,33.71243,41.67539,10
8,FacetoFaceIntersect,True,50.39978,22.07794,1.572296,74.05002,68.06181,29.8149,2.123289,2
7,Angled90,True,29.08038,29.54431,22.35745,80.98215,35.90962,36.4825,27.60788,10
8,Angled90,True,52.04642,39.24237,0.8905029,92.17929,56.46216,42.57178,0.9660553,2
7,SideBySide,True,12.2757,28.10834,78.36902,118.7531,10.33716,23.66957,65.99326,13
8,SideBySide,True,27.38165,42.70862,3.075195,73.16547,37.42429,58.37265,4.203069,5
7,CoupledView,True,60.8298,41.05026,13.75401,115.6341,52.60543,35.50014,11.89443,7
8,CoupledView,True,62.02612,26.42548,6.556702,95.0083,65.28495,27.81386,6.901188,1
9,SideBySide,True,53.86557,36.39828,65.14661,155.4105,34.66019,23.42074,41.91906,30
10,SideBySide,True,49.84528,91.49738,36.85181,178.1945,27.9724,51.34692,20.68067,10
9,FacetoFaceIntersect,True,27.56235,14.91034,15.67261,58.14529,47.40254,25.64324,26.95421,16
10,FacetoFaceIntersect,True,36.37921,31.76907,16.21915,84.36743,43.11997,37.65561,19.22442,11
9,CoupledView,True,10.23199,6.809387,14.25641,31.29779,32.69239,21.75677,45.55085,7
10,CoupledView,True,9.981079,19.422,4.788513,34.19159,29.19162,56.80344,14.00494,4
9,CoupledView,True,23.69714,22.45836,34.00906,80.16457,29.56062,28.01532,42.42406,14
10,CoupledView,True,26.32242,45.84807,19.82455,91.99504,28.61287,49.83754,21.54959,14
